email;exercicio;passo;AD;SB;MT;SP;PA;PM;MM;DM;AF;MF;OI;UT;RE;ER;DE;correct;feedback;timestamp
978;x+3=15;x+0=15-3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:29
984;x+16=32;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:29
977;x+16=32;x+16-16=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:33
973;x+5=8;x=3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:34
978;x+3=15;x=12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:38
986;x+4=9;x+4-4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:38
983;x+3=15;x=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:44
971;x+4=9;x+4-4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:49
971;x+4=9;x=5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:57
975;x+4=9;x-4+4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 08:59:58
974;x+4=9;x+4+4=9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Infelizmente não há mais dicas disponíveis!;2017-05-26 09:00:02
973;x+12=27;x=27-12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:02
979;x+12=27;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:04
978;x+5=8;x+5-5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:06
968;x+4=9;x-4+4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:08
983;x+5=8;x=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:11
973;x+12=27;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:13
977;x+16=32;x=16;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:16
969;x+7=12;x=5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:16
980;x+7=12;x=7-12=5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Presença de mais de um símbolo de igualdade;2017-05-26 09:00:16
975;x+4=9;x=9-4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:16
983;x+5=8;x=3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:18
978;x+5=8;x+0=8-5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:22
967;x+4=9;x+4-4=9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Infelizmente não há mais dicas disponíveis!;2017-05-26 09:00:22
968;x+4=9;x=9-4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:22
970;x+4=9;x=9-4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:24
975;x+4=9;x=5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:25
979;x+16=32;x=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:25
968;x+4=9;x=5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:30
970;x+4=9;x=5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:32
983;x+12=27;x=27-12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:33
978;x+5=8;x=3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:37
972;x+4=9;x=+4-9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Quais os requisitos necessários para se realizar uma operação de soma sobre um número e uma incógnita?;2017-05-26 09:00:38
988;x+4=9;x+4-4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:42
971;x+3=15;x+3-3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:43
967;x+4=9;x-4+4=9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Infelizmente não há mais dicas disponíveis!;2017-05-26 09:00:44
973;x+16=32;x=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:45
984;x+8=15;x=15-8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:51
986;x+4=9;x+9-4=;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Ausência de termos após um operador;2017-05-26 09:00:51
974;x+4=9;x=5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:52
971;x+3=15;x=12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:55
975;x+3=15;x-3+3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:56
987;x+7=12;x+7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Não há símbolo de igualdade;2017-05-26 09:00:56
983;x+12=27;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:56
979;x+16=32;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:57
970;x+3=15;x=-3+3=15-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Presença de mais de um símbolo de igualdade;2017-05-26 09:00:57
968;x+3=15;x-3+3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:00:57
984;x+8=15;x=7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:01
968;x+3=15;x=15-3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:03
985;x+4=9;x+4-4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:03
970;x+3=15;x-3+3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:07
978;x+12=27;x+12-12=27];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Termo: "]" inválido;2017-05-26 09:01:07
968;x+3=15;x=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:09
975;x+3=15;x=15-3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:09
972;x+4=9;x=+4+9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Mantenha o equilíbrio da equação: ao remover uma quantia de um lado você deve remover do outro lado também. Por exemplo, para remover 5 do lado esquerdo da equação abaixo, você deve subtrair 5 dos 2 lados: <br /> x+5=10 <br /> x+5-5=10-5 <br /> x=10-5;2017-05-26 09:01:12
973;x+16=32;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:12
988;x+4=9;x+0=9-4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:13
978;x+12=27;x+12-12=27-12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:15
983;x+16=32;x=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:18
971;x+5=8;x+5-5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:19
970;x+3=15;x=12-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Quais os requisitos necessários para se realizar uma operação de soma sobre um número e uma incógnita?;2017-05-26 09:01:19
975;x+3=15;x=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:20
967;x+4=9;x-4+4=9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Infelizmente não há mais dicas disponíveis!;2017-05-26 09:01:21
985;x+4=9;x+0=9-4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:23
971;x+5=8;x=3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:26
968;x+5=8;x-5+5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:29
970;x+3=15;x=15-3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:30
984;x+10=10;x=10-10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:34
984;x+10=10;x=0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:36
978;x+12=27;x+0=27-12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:37
970;x+3=15;x=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:38
968;x+5=8;x=8-5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:39
975;x+5=8;x-5+5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:42
974;x+3=15;x=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:43
978;x+12=27;x=15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:43
983;x+16=32;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:44
968;x+5=8;x=3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:44
985;x+4=9;x=5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:44
977;x+8=15;x=15-8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:45
969;x+4=9;x+4-4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:50
984;x+7=23;x=23-7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:51
975;x+5=8;x=8-5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:52
970;x+5=8;x+5-5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:55
977;x+8=15;x=7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:01:55
978;x+16=32;x+16-16=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:04
975;x+5=8;x=3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:04
970;x+5=8;x=8-5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:04
971;x+12=27;x+12-12=27-12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:05
986;x+4=9;x+0=9-4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:08
984;x+7=23;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:10
973;x+8=15; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Equação vazia;2017-05-26 09:02:11
977;x+10=10;x=10-10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:11
971;x+12=27;x=15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:13
988;x+4=9;x=5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:15
980;x+7=12;x=12-7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:17
986;x+4=9;x=5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:18
970;x+5=8;x=3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:18
968;x+12=27;x=-12+12=27-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Presença de mais de um símbolo de igualdade;2017-05-26 09:02:18
977;x+10=10;x=0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:19
969;x+4=9;x+0=9-4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:20
969;x+4=9;x=5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:24
978;x+16=32;x+0=32-16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:26
984;x+11=27;x=27-11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:28
967;x+4=9;x+4-4=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:29
978;x+16=32;x=16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:36
984;x+11=27;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:40
977;x+7=23;x=23-7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:46
973;x+8=15;x=15-8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:47
980;x+7=12;12-7=5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Inexistência de incógnitas;2017-05-26 09:02:49
974;x+3=15;x=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:51
970;x+12=27;x=-12+12=27-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Presença de mais de um símbolo de igualdade;2017-05-26 09:02:52
984;x+19=34;x=34-19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:58
971;x+16=32;x+16-16=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:02:59
968;x+12=27;x-12+12=27+12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Infelizmente não há mais dicas disponíveis!;2017-05-26 09:03:00
968;x+12=27;x-12+12=27-12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:03
971;x+16=32;x=16;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:04
985;x+3=15;x+3-3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:06
975;x+12=27;x-12+12=27-12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:08
986;x+3=15;x+3-3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:09
970;x+12=27;x-12+12=27-12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:10
972;x+4=9;x=9-4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:11
988;x+3=15;x+3-3=9-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Infelizmente não há mais dicas disponíveis!;2017-05-26 09:03:12
969;x+3=15;x+3-3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:12
979;x+8=15;x=15-8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:13
977;x+7=23;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:13
968;x+12=27;x=27-12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:14
975;x+12=27;x=27-12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:17
967;x+4=9;x+0=9-4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:17
983;x+8=15;x=15-8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:18
985;x+3=15;x+0=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:19
986;x+3=15;x+0=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:22
973;x+8=15;x=7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:22
979;x+8=15;x=7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:22
968;x+12=27;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:22
984;x+19=34;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:26
985;x+3=15;x=12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:28
986;x+3=15;x=12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:29
967;x+4=9;x=9-4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:29
970;x+12=27;x=27-12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:29
975;x+12=27;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:31
969;x+3=15;x+0=15-3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:33
977;x+11=27;x=27-11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:37
979;x+10=10;x=10-10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:37
973;x+10=10;x=10-10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:39
987;x+7=12;x+7-7=12-7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:40
972;x+4=9;x=5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:40
974;x+5=8;x=5+8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Mantenha o equilíbrio da equação: ao remover uma quantia de um lado você deve remover do outro lado também. Por exemplo, para remover 5 do lado esquerdo da equação abaixo, você deve subtrair 5 dos 2 lados: <br /> x+5=10 <br /> x+5-5=10-5 <br /> x=10-5;2017-05-26 09:03:40
968;x+16=32;x-16+16=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:41
970;x+12=27;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:42
988;x+3=15;x+3-3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:42
977;x+11=27;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:43
979;x+10=10;x=0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:44
978;x+8=15;x+8-8=15-8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:45
973;x+10=10;x=0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:46
967;x+4=9;x=5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:47
968;x+16=32;x=32-16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:48
975;x+16=32;x-16+16=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:48
980;x+7=12;x=5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:51
968;x+16=32;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:53
975;x+16=32;x=32-16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:54
969;x+3=15;x=12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:54
977;x+19=34;x=34-19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:56
979;x+7=23;x=23-7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:03:56
978;x+8=15;x+0=15-8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:02
970;x+16=32;x=-16+16=32-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Presença de mais de um símbolo de igualdade;2017-05-26 09:04:08
983;x+8=15;x=7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:09
979;x+7=23;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:09
973;x+7=23;x=23-7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:11
971;x+8=15;x+8-8=15-8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:11
970;x+16=32;x=-16+16+32-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Mantenha o equilíbrio da equação: ao remover uma quantia de um lado você deve remover do outro lado também. Por exemplo, para remover 5 do lado esquerdo da equação abaixo, você deve subtrair 5 dos 2 lados: <br /> x+5=10 <br /> x+5-5=10-5 <br /> x=10-5;2017-05-26 09:04:15
986;x+5=8;x+5-5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:16
969;x+5=8;x+5-5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:18
972;x+3=15;x=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:18
967;x+3=15;x+3-3=15-3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:20
977;x+19=34;x=15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:21
984;x-3=5;x=5+3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:22
978;x+8=15;x=7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:22
985;x+5=8;x+5-5=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:22
972;x+3=15;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Poucos termos apresentados;2017-05-26 09:04:26
983;x+10=10;x=10-10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:27
969;x+5=8;x+0=8-5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:31
984;x-3=5;x=8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:32
988;x+3=15;x+0=15-3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:33
967;x+3=15;x+0=15-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Ausência de termos após um operador;2017-05-26 09:04:33
983;x+10=10;x=0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:33
970;x+16=32;x-16+16+32-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Não há símbolo de igualdade;2017-05-26 09:04:35
985;x+5=8;x+0=8-5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:36
979;x+11=27;x=27-11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:37
971;x+8=15;x=15-8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:38
969;x+5=8;x=3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:39
974;x+5=8;x=5-5=8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Presença de mais de um símbolo de igualdade;2017-05-26 09:04:40
987;x+7=12;x+0=12-7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:41
972;x+3=15;x=12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:42
967;x+3=15;x+0=15-3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:43
986;x+5=8;x+0=8-5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:43
974;x+5=8;x=5-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Quais os requisitos necessários para se realizar uma operação de soma sobre um número e uma incógnita?;2017-05-26 09:04:44
985;x+5=8;x=3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:45
970;x+16=32;x-16+16+=32-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sua equação possui o seguinte erro: Equação Inválida: Presença de operadores seguidos;2017-05-26 09:04:45
978;x+10=10;x+10-10=10-10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:46
970;x+16=32;x-16+16=32-16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:48
984;x-6=10;x=10+6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:48
979;x+11=27;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:49
983;x+7=23;x=23-7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:50
971;x+8=15;x=7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:50
984;x-6=10;x=16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:52
975;x+16=32;x=25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Infelizmente não há mais dicas disponíveis!;2017-05-26 09:04:57
973;x+7=23;x=16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:04:58
972;x+5=8;x=8-5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;null;2017-05-26 09:05:00
